alimento,peso_crudo_g,peso_neto_g,energia_kcal,proteina_g,lipidos_g,hidratos_carbono_g,fibra_g,azucar_g,carga_glicemica,cantidad_sugerida,peso_bruto_g,ag_saturados_g,ag_monoinsaturados_g,ag_poliinsaturados_g,colesterol_g,categoria,cantidad,medida,acido_folico_g,vitamina_a_g,selenio_g,calcio_g,hierro_g,sodio_g,potasio_g,fosforo_g,zinc_g,acido_ascorbico_g
Lengua de res cocida,45.0,45.0,100.0,5.9,7.8,0.0,0.0,0.0,0.0,,,4.6,3.5,0.3,0.3,origen_animal,45.0,g,2e-07,7e-07,0.0,0.0018000000000000002,0.0009000000000000001,0.06459999999999999,0.0228,0.0509,0.0,0.0
Maciza de cerdo,35.0,35.0,92.0,5.9,7.4,0.0,0.0,0.0,0.0,,,4.6,3.3,0.7,0.7,origen_animal,35.0,g,0.0,0.0,0.0,0.004900000000000001,0.0003,0.1005,0.019600000000000003,0.0613,0.0,0.0
Maciza de puerco,38.0,38.0,96.0,5.2,8.3,0.0,0.0,0.0,0.0,,,4.6,3.3,0.4,0.4,origen_animal,38.0,g,0.0,3.9e-06,0.0,0.0027,0.0,0.0876,0.0348,0.0,0.0,0.0
Molida de carnero,33.0,33.0,97.0,6.6,7.5,0.0,0.0,0.3,0.0,,,3.4,4.0,0.9,0.9,origen_animal,33.0,g,9.1e-06,1.3e-06,0.0,0.0015,0.0016,0.17,0.17,0.17,0.0,0.0
Molida popular de res,30.0,30.0,95.0,3.7,8.6,0.0,0.0,0.3,0.0,,,3.4,4.0,0.9,0.9,origen_animal,30.0,g,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0
Mojella de res,25.0,25.0,95.0,3.7,8.6,0.0,0.0,0.3,0.0,,,3.4,4.0,0.9,0.9,origen_animal,25.0,g,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0
Morcilla de arroz,25.0,25.0,99.0,5.3,7.8,1.1,0.0,0.4,0.0,,,2.9,3.6,1.1,1.1,origen_animal,1.0,rebanada,6.3e-06,0.00017680000000000001,0.0,0.0105,0.0752,0.5312,0.0,0.0,0.0,0.0
Morcilla,25.0,25.0,105.0,4.5,7.8,0.8,0.0,0.3,0.0,,,2.3,3.0,1.5,1.5,origen_animal,1.0,rebanada,2.4999999999999998e-06,0.0,0.0,0.001,0.0004,0.2195,0.12390000000000001,0.0,0.0,0.0
Morcadela,35.0,34.0,101.0,5.2,6.7,4.6,0.0,1.0,0.0,,,1.4,1.5,0.0,0.0,origen_animal,35.0,g,0.0,0.0,0.0,0.0002,0.87,0.0,0.0,0.0004,0.0,0.0
Mozzarella fresco,43.0,43.0,105.0,4.5,6.4,3.8,0.0,0.0,0.0,,,5.5,1.6,1.6,1.6,origen_animal,2.0,pieza,0.0,0.0,0.0,0.016,0.0,0.2836,0.0688,0.0,0.0,0.0
Nugget de pollo,55.0,55.0,109.0,4.9,6.9,6.4,0.3,0.0,0.0,,,1.7,2.6,1.8,1.8,origen_animal,2.0,pieza,6e-07,1.8999999999999998e-06,0.0,0.0078,0.0038,0.1346,0.2297,0.0,0.0,0.0
Nugget de queso,55.0,55.0,109.0,4.9,6.9,6.4,0.3,0.0,0.0,,,1.7,2.6,1.8,1.8,origen_animal,2.0,pieza,6e-07,1.8999999999999998e-06,0.0,0.0078,0.0038,0.1346,0.2297,0.0,0.0,0.0
Nugget de pescado,55.0,55.0,109.0,4.9,6.9,6.4,0.3,0.0,0.0,,,1.7,2.6,1.8,1.8,origen_animal,55.0,g,6e-07,1.8999999999999998e-06,0.0,0.0078,0.0038,0.1346,0.2297,0.0,0.0,0.0
Nugget de soya,55.0,55.0,109.0,4.9,6.9,6.4,0.3,0.0,0.0,,,1.7,2.6,1.8,1.8,origen_animal,55.0,g,6e-07,1.8999999999999998e-06,0.0,0.0078,0.0038,0.1346,0.2297,0.0,0.0,0.0
Ostión ahumado,55.0,55.0,109.0,4.9,6.9,6.4,0.3,0.0,0.0,,,1.7,2.6,1.8,1.8,origen_animal,55.0,g,6e-07,1.8999999999999998e-06,0.0,0.0078,0.0038,0.1346,0.2297,0.0,0.0,0.0
Ostión empanizado,55.0,55.0,109.0,4.9,6.9,6.4,0.3,0.0,0.0,,,1.7,2.6,1.8,1.8,origen_animal,55.0,g,6e-07,1.8999999999999998e-06,0.0,0.0078,0.0038,0.1346,0.2297,0.0,0.0,0.0
Palitos de pescado congelados,42.0,42.0,116.0,6.6,5.3,10.1,1.4,2.1,0.0,,,1.4,2.1,1.4,1.4,origen_animal,1.5,pieza,0.0,1.35e-05,0.0,0.0075,0.009000000000000001,0.0003,0.111,0.2475,0.0765,0.0
Paloma,45.0,,102.0,6.4,8.2,0.0,0.0,0.0,0.0,,,1.2,3.4,1.1,1.1,origen_animal,45.0,g,0.0,2.53e-05,0.0,0.0021000000000000003,0.004200000000000001,0.0012,0.069,0.0187,0.0859,0.0
Palomitas de pollo,31.0,,98.0,5.5,6.7,6.6,1.2,1.8,0.0,,,1.1,1.8,3.1,3.1,origen_animal,5.0,pieza,0.0,0.0,0.0,0.0099,0.0004,0.5334,0.0,0.3354,0.0,0.0
Pastel de pavo,32.0,,105.0,4.0,8.7,2.9,1.1,0.0,0.0,,,3.5,4.5,1.1,1.1,origen_animal,1.5,rebanada,0.0,1.5e-06,0.0,0.0414,0.0007,0.5114,0.0,0.5114,0.0,0.0
Pastel de pollo,40.0,,106.0,4.0,8.6,2.9,1.1,0.0,0.0,,,3.5,4.5,1.1,1.1,origen_animal,40.0,g,0.0,1.5e-06,0.0,0.0414,0.0007,0.5114,0.0,0.5114,0.0,0.0
Pastel de puerco,40.0,,106.0,4.0,9.3,0.0,0.0,0.0,0.0,,,3.0,3.8,0.0,0.0,origen_animal,0.5,rebanada,0.0,0.0,0.0,0.0182,0.0131,0.0004,0.0,0.2775,0.0,0.0
Pata de ternera,50.0,,38.0,7.4,7.4,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,origen_animal,50.0,g,0.0,0.0,0.0,0.0044,0.0058,0.0006,0.0,0.3306,0.0,0.0
Peperami,19.0,,103.0,4.5,8.8,0.0,0.0,0.0,0.0,,,3.4,3.4,0.7,0.7,origen_animal,0.75,pieza,0.0,1e-07,0.0,0.0006,0.0003,0.1544,0.0,0.0,0.0,0.0
Peperoni,20.0,,99.0,4.5,8.4,0.0,0.0,0.0,0.0,,,1.8,1.8,1.8,1.8,origen_animal,10.0,pieza,0.0,6e-07,0.0,0.0028,0.0033,0.0585,0.0,0.0,0.0,0.0
Pescuezo de pollo con piel sin hueso,32.0,,95.0,5.8,8.2,2.3,0.0,0.0,0.0,,,4.8,2.1,0.3,0.3,origen_animal,1.0,pieza,0.0,0.0,0.0,0.1723,0.0001,0.2866,0.0,0.1125,0.0,0.0
Pollo crispy,45.0,,106.0,5.4,7.1,5.1,1.7,1.9,0.0,,,0.0,0.0,0.0,0.0,origen_animal,45.0,g,0.0,0.0,0.0,0.0057,0.0003,0.0,0.0,0.0,0.0,0.0
Pollo rostizado,50.0,,80.0,6.3,6.5,2.6,0.2,2.5,0.0,,,0.0,0.0,0.0,0.0,origen_animal,0.3333333333333333,pieza,0.0,0.0,0.0,0.0028,0.0001,0.0,0.0,0.0,0.0,0.0
Pulpa de res,25.0,,87.0,7.0,5.9,4.9,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,origen_animal,25.0,g,0.0,0.0,0.0,0.23600000000000002,0.0001,0.1016,0.0,0.6549,0.0,0.0
Queso amarillo fundido,7.0,,105.0,5.8,8.2,2.3,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,origen_animal,2.0,cdta,0.0,0.000175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Queso Americano,25.0,,95.0,5.4,7.6,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,origen_animal,25.0,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Queso añejo,29.0,,109.0,6.3,8.7,1.3,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,origen_animal,4.0,cda,0.0,1.85e-05,0.0,0.0,0.0,0.1982,0.0,0.3297,0.0,0.0
Queso añejo rallado,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,origen_animal,4.0,cda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Queso Asadero,28.0,28.0,100.0,6.4,8.0,0.8,0.0,5.1,0.0,,,0.2,30.0,18.0,18.0,origen_animal,1.0,rebanada,0.0,2e-06,0.0,0.187,0.0001,0.024,0.186,0.126,0.0,0.0
Queso Blue Cheese,30.0,30.0,106.0,6.4,8.6,0.7,0.0,5.6,0.0,,,0.2,22.5,69.8,69.8,origen_animal,30.0,g,0.0,1.07e-05,0.0,0.16069999999999998,0.0001,0.0782,0.4243,0.1179,0.0,0.0
Queso Brick,25.0,25.0,94.0,5.9,7.5,0.7,0.0,4.7,0.0,,,0.2,24.1,76.8,76.8,origen_animal,25.0,g,0.0,5.4e-06,0.0,0.1705,0.0001,0.0339,0.14200000000000002,0.1143,0.0,0.0
Queso Brie,30.0,30.0,102.0,6.3,8.4,0.1,0.0,5.3,0.0,,,0.3,30.0,55.7,55.7,origen_animal,30.0,g,0.0,1.9299999999999998e-05,0.0,0.357,0.0002,0.0461,0.19069999999999998,0.056799999999999996,0.0,0.0
Queso Camembert,35.0,35.0,106.0,7.0,10.0,0.4,0.0,5.4,0.0,,,0.2,25.5,88.8,88.8,origen_animal,35.0,g,0.0,2.2499999999999998e-05,0.0,0.375,0.0003,0.0663,0.2988,0.1225,0.0,0.0
Queso Canasto,30.0,30.0,87.0,5.2,7.0,0.3,0.1,4.4,0.0,,,0.0,14.4,85.0,85.0,origen_animal,30.0,g,0.0,2.8e-05,0.0,0.258,0.0007,0.0,0.0,0.0,0.0,0.0
Queso Cheddar,21.0,21.0,85.0,5.0,9.4,0.3,0.1,4.3,0.0,,,0.1,17.0,63.6,63.6,origen_animal,21.0,g,0.0,1.55e-05,0.0,0.21,0.0,0.1076,0.0,0.0,0.0,0.0
Queso Cheddar rallado 1/4 taza,28.0,28.0,114.0,7.0,6.9,0.3,0.1,0.2,0.0,,,0.1,18.5,70.2,70.2,origen_animal,28.0,g,0.0,0.00017999999999999998,0.0,0.188,0.0,0.245,0.0,0.0,0.0,0.0
Queso Cheezwiz,33.0,33.0,91.0,4.6,8.6,1.3,0.0,4.7,0.0,,,0.3,26.3,33.0,33.0,origen_animal,1.0,rebanada,0.0,1.6100000000000002e-05,0.0,0.162,0.0001,0.125,0.0,0.0,0.0,0.0
Queso Chester,25.0,25.0,108.0,5.4,7.5,1.6,0.0,5.3,0.0,,,0.3,29.7,27.0,27.0,origen_animal,2.0,rebanada,0.0,1.82e-05,0.0,0.1839,0.0002,0.1766,0.0,0.0,0.0,0.0
Queso Chihuahua,25.0,25.0,94.0,6.1,8.4,1.4,0.0,4.7,0.0,,,0.2,26.1,16.1,16.1,origen_animal,25.0,g,0.0,1.6e-05,0.0,0.182,0.0,0.151,0.0,0.0,0.0,0.0
Queso Chihuahua fresco,28.0,28.0,106.0,6.7,9.0,0.7,0.0,5.3,0.0,,,0.3,29.4,27.1,27.1,origen_animal,1.0,rebanada,0.0,1.8e-05,0.0,0.192,0.0003,0.169,0.0,0.0,0.0,0.0
Queso Chihuahua rallado 1/4 taza,28.0,28.0,110.0,6.2,7.2,0.4,0.0,5.0,0.0,,,0.1,21.4,96.4,96.4,origen_animal,28.0,g,0.0,7e-07,0.0,0.1814,0.0004,0.07,0.0,0.0,0.0,0.0
Queso Colby estilo Cheddar,30.0,30.0,87.0,8.5,10.0,0.4,0.0,0.0,0.0,,,0.0,25.5,195.0,195.0,origen_animal,30.0,g,0.0,0.0,0.0,0.258,0.0007,0.0,0.0,0.0,0.0,0.0
Queso Cotija,,45.0,104.0,4.8,7.9,0.0,0.0,0.0,0.0,,,0.0,25.2,81.5,81.5,origen_animal,3.0,cda,0.0,8.099999999999999e-06,0.0,0.0504,0.0008,0.13319999999999999,0.0,0.0,0.0,0.0
Queso crema light,35.0,35.0,94.0,6.6,7.4,0.3,0.0,3.8,0.0,,,0.1,16.3,100.0,100.0,origen_animal,35.0,g,0.0,3.7999999999999996e-06,0.0,0.049,0.0007,0.13,0.0,0.0,0.0,0.0
Queso de cabra con ceniza,20.0,20.0,91.0,6.2,7.2,0.4,0.0,3.8,0.0,,,0.4,10.0,75.2,75.2,origen_animal,20.0,g,0.0,0.0,0.0,0.06570000000000001,0.0,0.0088,0.0,0.0,0.0,0.0
Queso de cabra semi suave,35.0,35.0,102.0,6.0,8.4,0.7,0.0,0.7,0.0,,,5.8,1.9,0.2,0.2,origen_animal,35.0,g,0.0,0.00011399999999999999,0.0,0.0,0.0038,0.083,0.0005,0.0,0.0,0.0
Queso cabra suave,30.0,35.0,94.0,6.6,7.4,0.3,0.0,0.4,0.0,,,5.1,1.8,0.1,0.1,origen_animal,1.0,rebanada,0.0,9.999999999999999e-05,0.0,0.0,0.0048,0.49,0.0007,0.0,0.0,0.0
Queso Edam,40.0,30.0,107.0,7.5,8.3,0.4,0.0,0.4,0.0,,,5.3,2.4,0.2,0.2,origen_animal,1.0,g,0.0,7.259999999999999e-05,0.0,0.0,0.0128,0.21930000000000002,0.0001,0.0,0.0,0.0
Queso Feta,25.0,40.0,106.0,5.7,7.8,1.6,0.0,0.4,0.0,,,6.0,2.2,0.2,0.2,origen_animal,1.0,g,0.0,4.9999999999999996e-05,0.0,0.0,0.0375,0.1972,0.0003,0.0,0.0,0.0
Queso Fontina,3.0,45.0,97.0,6.4,8.2,0.7,0.0,0.6,0.0,,,4.8,2.3,0.1,0.1,origen_animal,1.0,cda,0.0,6.45e-05,0.0,0.0,0.0015,0.2142,0.0017,0.0,0.0,0.0
Queso fundido,30.0,30.0,103.0,7.5,7.5,0.1,0.0,0.1,0.0,,,5.3,2.5,0.0,0.0,origen_animal,30.0,g,0.0,0.0,0.0,0.0063,0.0,0.258,0.0,0.0,0.0,0.0
Queso Gouda,25.0,28.0,103.0,7.5,8.1,0.1,0.0,0.1,0.0,,,4.7,2.4,0.0,0.0,origen_animal,1.0,cda,0.0,9.499999999999999e-05,0.0,0.025,0.0025,0.139,0.0,0.0,0.0,0.0
Queso Gruyere,25.0,25.0,92.0,5.6,7.6,1.2,0.0,1.2,0.0,,,4.7,2.5,0.0,0.0,origen_animal,25.0,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Queso Limburger,25.0,25.0,102.0,6.1,8.1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,origen_animal,1.0,rebanada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Queso Manchego rallado,25.0,25.0,102.0,6.1,8.1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,origen_animal,25.0,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Queso Manchego tierno,25.0,25.0,95.0,5.4,7.5,0.0,0.0,0.0,0.0,,,4.7,2.1,0.3,0.3,origen_animal,25.0,g,0.0,1.6100000000000002e-05,0.0,0.0009000000000000001,0.16519999999999999,0.0001,0.0,0.0,0.0,0.0
Queso Menonita,25.0,25.0,93.0,6.1,7.6,0.0,0.0,0.0,0.0,,,4.8,2.2,0.2,0.2,origen_animal,25.0,g,0.0,4.8e-05,0.0,0.0045000000000000005,0.1865,0.0002,0.0,0.0,0.0,0.0
Queso Monterrey,35.0,35.0,105.0,7.8,7.8,0.8,0.0,0.8,0.0,,,4.6,2.3,0.3,0.3,origen_animal,25.0,g,0.0,6.0899999999999996e-05,0.0,0.0025,0.1768,0.0002,0.0,0.0,0.0,0.0
Queso Mozzarella rallado,35.0,35.0,105.0,7.8,7.8,0.8,0.0,0.8,0.0,,,4.6,2.3,0.3,0.3,origen_animal,25.0,g,0.0,6.0899999999999996e-05,0.0,0.0025,0.1768,0.0002,0.0,0.0,0.0,0.0
Queso Mozzarella suave,28.0,28.0,89.0,6.0,6.9,0.7,0.0,0.3,0.0,,,4.4,2.0,0.2,0.2,origen_animal,1.0,rebanada,0.0,5.379999999999999e-05,0.0,0.0022,0.163,0.0001,0.021,0.0,0.0,0.0
Queso Muenster,28.0,28.0,103.0,6.6,8.4,0.3,0.0,0.3,0.0,,,5.4,2.4,0.2,0.2,origen_animal,28.0,g,0.0,8.3e-05,0.0,0.201,0.0001,0.0399,0.0,0.0,0.0,0.0
Queso Neufchatel,35.0,35.0,91.0,3.5,8.2,1.0,0.0,0.0,0.0,,,5.2,2.4,0.2,0.2,origen_animal,35.0,g,0.0,0.0001012,0.0,0.263,0.0001,0.1397,0.0,0.0,0.0,0.0
Queso Oaxaca,30.0,30.0,95.0,7.7,6.6,0.9,0.0,0.0,0.0,,,5.5,2.1,0.0,0.0,origen_animal,30.0,g,0.0,8e-07,0.0,0.1407,0.001,0.0,0.0,0.0,0.0,0.0
Queso pasteurizado Americano,28.0,28.0,105.0,6.2,8.7,0.4,0.0,0.0,0.0,,,5.1,2.2,0.2,0.2,origen_animal,28.0,g,0.0,6.92e-05,0.0,0.17250000000000001,0.0001,0.0454,0.0,0.0,0.0,0.0
Queso pasteurizado Suizo,32.0,32.0,105.0,7.8,7.9,0.7,0.0,0.0,0.0,,,5.1,2.6,0.2,0.2,origen_animal,32.0,g,0.0,6.05e-05,0.0,0.2432,0.0002,0.068,0.0,0.0,0.0,0.0
Queso Port Salut,28.0,28.0,99.0,6.7,7.9,0.2,0.0,0.2,0.0,,,4.7,2.6,0.2,0.2,origen_animal,28.0,g,0.0,8.759999999999999e-05,0.0,0.182,0.0001,0.0495,0.0,0.0,0.0,0.0
Queso Provolone,28.0,28.0,98.0,7.2,7.5,0.6,0.0,0.0,0.0,,,4.8,2.1,0.1,0.1,origen_animal,28.0,g,0.0,6.440000000000001e-05,0.0,0.217,0.0001,0.1389,0.0,0.0,0.0,0.0
Queso Ricotta,62.0,62.0,107.0,7.4,8.0,1.9,0.0,0.0,0.0,,,5.1,2.5,0.3,0.3,origen_animal,0.25,taza,0.0,7.2e-05,0.0,0.2447,0.0,0.09720000000000001,0.0,0.0,0.0,0.0
Queso Romano,23.0,23.0,89.0,5.4,6.2,0.8,0.0,0.0,0.0,,,3.9,2.1,0.1,0.1,origen_animal,23.0,g,0.0,2.07e-05,0.0,0.276,0.0001,0.45230000000000004,0.0,0.0,0.0,0.0
Queso Roquefort,25.0,25.0,92.0,7.5,7.7,1.5,0.0,0.0,0.0,,,5.3,2.4,0.3,0.3,origen_animal,25.0,g,0.0,7.99e-05,0.0,0.2515,0.0,0.4021,0.0,0.0,0.0,0.0
Queso Suizo,28.0,28.0,106.0,7.4,7.8,0.5,0.0,0.1,0.0,,,4.8,1.8,0.3,0.3,origen_animal,6.0,rebanada,0.0,6.87e-05,0.0,0.2972,0.0,0.15880000000000002,0.0,0.0,0.0,0.0
Queso Suizo rallado,27.0,27.0,95.0,6.0,6.3,0.4,0.0,0.0,0.0,,,4.8,1.5,0.0,0.0,origen_animal,1.5,rebanada,0.0,7.25e-05,0.0,0.1495,0.0,0.0,0.0,0.0,0.0,0.0
Queso tipo Americano,25.0,25.0,101.0,5.4,7.7,0.5,0.0,0.0,0.0,,,5.0,2.5,0.0,0.0,origen_animal,25.0,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retazo,350.0,350.0,104.0,5.6,8.9,0.0,0.0,0.0,0.0,,,3.5,3.2,0.2,0.2,origen_animal,350.0,g,0.0,4.2e-06,0.0,0.0935,0.0006,0.3125,0.0,0.0,0.0,0.0
Retazo con hueso,350.0,350.0,104.0,5.6,8.9,0.0,0.0,0.0,0.0,,,3.5,3.2,0.2,0.2,origen_animal,350.0,g,0.0,4.2e-06,0.0,0.0935,0.0006,0.25,0.0,0.0,0.0,0.0
Retazo de pollo,350.0,350.0,104.0,5.6,8.9,0.0,0.0,0.0,0.0,,,3.5,3.2,0.2,0.2,origen_animal,350.0,g,0.0,4.2e-06,0.0,0.0935,0.0006,0.20700000000000002,0.0,0.0,0.0,0.0
Retazo de res,350.0,350.0,104.0,35.0,5.6,0.0,0.0,0.0,0.0,,,3.2,0.2,0.0,0.0,origen_animal,1.0,g,4.2e-06,2.4999999999999998e-06,0.0,0.0028,0.0006,0.0935,0.0207,0.0,0.0,0.0
Retazo de ternera,350.0,350.0,104.0,30.0,5.3,0.0,0.0,0.0,0.0,,,2.9,0.2,0.0,0.0,origen_animal,1.0,g,0.0,1.5e-06,0.0,0.0039,0.0006,0.0915,0.016800000000000002,0.0,0.0,0.0
Rib Eye,30.0,27.0,82.0,27.0,6.3,1.0,0.0,0.0,0.0,,,4.0,0.8,0.4,0.4,origen_animal,1.0,g,0.0,0.0,0.0,0.0005,0.0037,0.1021,0.5427000000000001,0.0383,0.0,0.0
Salami,3.0,3.0,110.0,34.0,8.8,1.1,0.0,0.0,0.0,,,4.2,1.3,1.3,1.3,origen_animal,1.0,rebanada,4.1e-06,0.0,0.0,0.001,0.0044,0.095,0.493,0.0475,0.0,0.0
Salchicha ahumada,6.0,6.0,114.0,34.0,9.6,0.0,0.0,0.0,0.0,,,3.6,1.3,1.3,1.3,origen_animal,1.0,rebanada,3.7e-06,1.4e-06,0.0,0.0011,0.0040999999999999995,0.09920000000000001,0.2528,0.055,0.0,0.0
Salchicha de pollo,34.0,34.0,109.0,34.0,8.1,0.0,0.0,0.0,0.0,,,3.4,1.4,1.0,1.0,origen_animal,0.75,pieza,1e-06,1e-06,0.0,0.001,0.0043,0.09920000000000001,0.3443,0.0375,0.0,0.0
Salchicha de puerco,34.0,34.0,114.0,34.0,9.6,0.5,0.0,0.0,0.0,,,4.2,1.0,1.0,1.0,origen_animal,0.75,pieza,1.8999999999999998e-06,1e-06,0.0,0.0016,0.0048,0.0925,0.2925,0.055,0.0,0.0
Salchicha de ternera,29.0,29.0,90.0,29.0,6.6,0.0,0.0,0.0,0.0,,,3.9,0.4,0.6,0.6,origen_animal,0.5,pieza,0.0,0.0,0.0,0.0,0.5352,0.0409,0.39239999999999997,0.0235,0.0,0.0
Salchicha Vienna ahumada,48.0,41.0,110.0,41.0,9.3,1.2,0.0,0.0,0.0,,,4.6,3.9,1.1,1.1,origen_animal,3.0,pieza,0.0,0.0,0.0,0.0,0.0,0.1464,0.0648,0.20140000000000002,0.0,0.0
Salchicha Vienna ahumada,60.0,60.0,91.0,60.0,7.0,0.9,0.0,0.0,0.0,,,1.1,1.4,1.2,1.2,origen_animal,1.5,pieza,0.0,6.3e-06,0.0,0.0079,0.0022,0.201,0.2661,0.21230000000000002,0.0,0.0
Sesos de res cocidos,75.0,74.0,105.0,55.0,8.7,0.0,0.0,0.0,0.0,,,2.2,3.3,0.0,0.0,origen_animal,1.0,g,0.0,3e-06,0.0,0.0022,0.005,0.19469999999999998,0.0869,0.0583,0.0,0.0
Sesos de res crudos,55.0,55.0,108.0,32.0,7.2,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,origen_animal,1.0,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T-bone con grasa cocido,35.0,32.0,96.0,40.0,6.8,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,origen_animal,1.0,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tofu, frito",40.0,40.0,109.0,50.0,5.6,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,origen_animal,1.0,g,2.6199999999999996e-05,9e-07,1.2e-06,0.005900000000000001,0.13369999999999999,0.0,0.0228,0.001,0.0315,0.0
Tripas de res,55.0,45.0,105.0,45.0,8.4,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,origen_animal,1.0,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Velevta,35.0,,100.0,6.3,7.5,3.8,0.0,2.5,0.0,,,5.0,0.0,0.0,0.0,origen_animal,1.0,g,0.0,0.0,0.0,0.1875,0.0,0.525,0.3125,0.0,0.0,0.0
Yema,2.0,,108.0,5.4,9.0,1.2,0.0,0.2,0.0,,,3.2,4.0,1.4,1.4,origen_animal,1.0,pieza,0.00012609999999999998,4.96e-05,0.0,0.0439,0.0009000000000000001,0.0371,0.016300000000000002,0.1326,0.0,0.0
Yema de huevo,2.0,,108.0,5.4,9.0,1.2,0.0,0.2,0.0,,,3.2,4.0,1.4,1.4,origen_animal,1.0,pieza,0.00012609999999999998,4.96e-05,0.0,0.0439,0.0009000000000000001,0.0371,0.016300000000000002,0.1326,0.0,0.0
Yema de huevo en polvo,15.0,,103.0,5.3,8.6,0.6,0.0,0.0,0.0,,,2.7,3.3,1.2,1.2,origen_animal,1.0,cda,0.00020319999999999998,3.77e-05,0.0,0.0439,0.0008,0.0209,0.1421,0.0,0.0,0.0
Danonino® queso Petit Suisse sabor fresa,84.0,240.0,85.0,4.6,2.6,10.8,1.7,0.0,0.0,,,0.0,0.0,0.0,0.0,lacteos,2.0,pieza,0.0,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.0,0.0
Leche Alpura Light Extra,240.0,240.0,103.0,8.0,2.4,14.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,lacteos,1.0,taza,4.9e-05,0.000336,0.0,0.13440000000000002,0.0,0.0,0.2016,0.0,0.0,0.0
Leche descremada,245.0,245.0,86.0,8.4,0.4,11.9,0.0,0.0,0.0,,,0.1,0.0,0.0,0.0,lacteos,1.0,taza,0.0,0.00030199999999999997,0.0,0.126,0.0,0.247,0.406,0.0,0.0,0.0
Leche descremada con chocolate,240.0,240.0,77.0,5.8,1.0,12.5,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,lacteos,1.0,taza,0.0,0.000297,0.0,0.11520000000000001,0.0,0.162,0.0,0.0,0.0,0.0
Leche descremada en polvo,30.0,30.0,109.0,10.8,0.2,15.6,0.1,0.0,0.0,,,0.1,0.0,0.0,0.0,lacteos,4.0,cda,2e-06,0.000377,0.0,0.538,0.0001,0.29,0.538,0.0,0.0,0.0
"Leche descremada en polvo, reducida en Ca",30.0,30.0,107.0,10.8,0.1,15.8,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,lacteos,4.0,cda,1.1e-06,0.000846,0.0,0.20600000000000002,0.0,0.6920000000000001,0.0,0.0,0.0,0.0
Leche en polvo descremada,30.0,30.0,109.0,10.8,0.2,15.6,0.1,0.0,0.0,,,0.1,0.0,0.0,0.0,lacteos,4.0,cda,2e-06,0.000377,0.0,0.538,0.0001,0.29,0.538,0.0,0.0,0.0
Leche evaporada descremada,120.0,120.0,94.0,9.0,0.4,13.5,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,lacteos,0.5,taza,0.0,0.000348,0.0,0.113,0.0,0.3975,0.1388,0.0,0.0,0.0
Leche Light Extra descremada,240.0,240.0,103.0,8.0,2.4,14.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,lacteos,1.0,taza,0.0,0.000336,0.0,0.13440000000000002,0.0,0.0,0.0,0.0,0.0,0.0
Soful LT durazno,133.0,133.0,79.0,5.4,0.1,13.9,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,lacteos,1.25,envase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Soful LT fresa,133.0,133.0,80.0,5.4,0.2,14.2,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,lacteos,1.25,envase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
