alimento,peso_crudo_g,peso_neto_g,energia_kcal,proteina_g,lipidos_g,hidratos_carbono_g,fibra_g,azucar_g,carga_glicemica,cantidad_sugerida,peso_bruto_g,ag_saturados_g,ag_monoinsaturados_g,ag_poliinsaturados_g,colesterol_g,categoria,cantidad,medida,acido_folico_g,vitamina_a_g,selenio_g,calcio_g,hierro_g,sodio_g,potasio_g,fosforo_g,zinc_g,acido_ascorbico_g
Arenque marinado,46.0,46.0,73.0,8.3,4.2,0.0,0.0,0.0,0.0,,,0.9,1.7,1.0,1.0,origen_animal,0.25,filete,0.0,1.29e-05,0.00010859999999999998,0.0046,0.0262,0.0015,0.0008,0.07050000000000001,0.0414,0.0
Bistec de bola,25.0,25.0,71.0,7.2,4.5,0.0,0.0,0.0,0.0,,,1.7,2.0,0.2,0.2,origen_animal,25.0,g,0.0,0.0,0.0,0.0,0.0008,0.0008,0.0,0.0,0.0,0.0
Bola de res,25.0,25.0,71.0,7.2,4.5,0.0,0.0,0.0,0.0,,,1.7,2.0,0.2,0.2,origen_animal,25.0,g,0.0,0.0,0.0,0.0,0.0008,0.0008,0.0,0.0,0.0,0.0
Boquerones (fritos),40.0,40.0,70.0,7.7,4.1,0.1,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,origen_animal,40.0,g,0.0,0.0,7.42e-05,0.0,0.0,0.0,0.09770000000000001,0.06720000000000001,0.037200000000000004,0.0
Carne de suadero,29.0,29.0,76.0,7.8,4.8,0.0,0.0,0.0,0.0,,,2.1,2.1,0.2,0.2,origen_animal,29.0,g,0.0,0.0,7e-07,0.0,0.0,0.0,0.06720000000000001,0.06720000000000001,0.021,0.0
Carne deshebrada,30.0,30.0,75.0,7.4,4.8,0.0,0.0,0.0,0.0,,,2.1,2.1,0.2,0.2,origen_animal,30.0,g,0.0,0.0,7e-07,0.0,0.0,0.0,0.06720000000000001,0.06720000000000001,0.021,0.0
Carne molida extra maciza cocida,30.0,30.0,75.0,7.4,4.8,0.0,0.0,0.0,0.0,,,2.0,2.2,0.2,0.2,origen_animal,30.0,g,0.0,0.0,7e-07,0.0,0.0,0.0,0.06720000000000001,0.06720000000000001,0.021,0.0
Carne molida extra maciza salteada,30.0,30.0,77.0,7.5,4.9,0.0,0.0,0.0,0.0,,,2.0,2.2,0.2,0.2,origen_animal,30.0,g,0.0,0.0,7e-07,0.0,0.0,0.0,0.06720000000000001,0.06720000000000001,0.021,0.0
Caviar,27.0,27.0,67.0,6.6,4.8,0.0,0.0,0.0,0.0,,,1.1,1.2,2.0,2.0,origen_animal,5.0,cdta,0.0,7.219999999999999e-05,0.0,0.0,0.0,0.0032,0.048299999999999996,0.39980000000000004,0.09490000000000001,0.0
Caviar negro,27.0,27.0,67.0,6.6,4.8,0.0,0.0,0.0,0.0,,,1.1,1.2,2.0,2.0,origen_animal,5.0,cdta,0.0,7.219999999999999e-05,0.0,0.0,0.0,0.0032,0.048299999999999996,0.39980000000000004,0.09490000000000001,0.0
Caviar rojo,27.0,27.0,67.0,6.6,4.7,0.0,0.0,0.0,0.0,,,1.7,1.6,0.4,0.4,origen_animal,5.0,cdta,0.0,3e-07,0.0,0.0,0.0,0.0003,0.1248,0.0137,0.0627,0.0
Chicharrón,12.0,12.0,72.0,6.9,4.7,0.0,0.0,0.0,0.0,,,2.0,0.1,0.0,0.0,origen_animal,12.0,g,0.0,7e-07,0.0,0.0,0.0,0.002,0.0016,0.0003,0.0003,0.0
Chicharrón de cerdo,12.0,12.0,69.0,6.5,4.6,0.0,0.0,0.0,0.0,,,2.0,0.1,0.0,0.0,origen_animal,12.0,g,0.0,7e-07,0.0,0.0,0.0,0.002,0.0016,0.0003,0.0003,0.0
Costillar de cerdo,33.0,33.0,78.0,3.5,4.4,6.0,0.0,0.0,0.0,,,1.0,1.2,0.6,0.6,origen_animal,50.0,g,0.0,2.38e-05,0.0,0.0,0.0,0.0001,0.08020000000000001,0.2066,0.0,0.0
Dedos Mozzarella,24.0,24.0,78.0,3.5,4.4,6.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,origen_animal,1.0,pieza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escamol,15.0,15.0,86.0,6.5,5.1,3.4,0.3,0.0,0.0,,,0.0,0.0,0.0,0.0,origen_animal,15.0,g,0.0,0.0,0.0,0.0,0.0026000000000000003,0.0001,0.0,0.0005,0.0,0.0
Filete de salmón,30.0,30.0,55.0,6.0,3.2,0.0,0.0,0.0,0.0,,,0.7,1.2,1.2,1.2,origen_animal,30.0,g,0.0,4.599999999999999e-06,0.0,0.0011,0.0078,0.1087,0.0776,0.0699,0.0,0.0
Gusano blanco de maguey,15.0,15.0,91.0,5.4,6.3,3.4,0.7,0.0,0.0,,,0.0,0.0,0.0,0.0,origen_animal,15.0,g,0.0,0.0,0.0,0.0,0.0019,0.0006,0.0,0.0,0.0,0.0
Gusano de maguey,35.0,35.0,70.0,5.8,4.8,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,origen_animal,35.0,g,0.0,0.0,0.0,0.0,0.0497,0.0015,0.0,0.0,0.0,0.0
"Huevo ""enriquecido"" con DHA-Omega 3 y Vitamina E",55.0,63.0,70.0,6.0,4.5,0.7,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,origen_animal,1.0,pieza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huevo batido o revuelto cocido,41.0,41.0,70.0,6.0,4.5,0.7,0.0,0.0,0.0,,,0.0,0.9,0.0,0.0,origen_animal,1.0,pieza,0.0,1.23e-05,0.0,0.0292,0.0005,0.05670000000000001,0.1151,0.07,0.0,0.0
Huevo blanco cocido,44.0,44.0,69.0,4.6,5.0,0.9,0.0,0.1,0.0,,,0.0,0.0,0.0,0.0,origen_animal,3.0,cda,0.0,1.9399999999999997e-05,0.0,0.022,0.0005,0.0546,0.0546,0.07859999999999999,0.0,0.0
Huevo cocido,50.0,50.0,68.0,5.5,4.7,0.5,0.0,0.0,0.0,,,1.5,1.8,2.1,2.1,origen_animal,1.0,pieza,3.28e-05,2.95e-05,0.0,0.0149,0.0005,0.06,0.0675,0.06459999999999999,0.0,0.0
Huevo de codorniz fresco,44.0,44.0,76.0,5.5,4.4,0.0,0.0,0.0,0.0,,,1.3,1.4,1.7,1.7,origen_animal,6.0,pieza,0.0,2.07e-05,0.0,0.0233,0.0008,0.059000000000000004,0.0616,0.0616,0.0,0.0
Huevo deshidratado,44.0,44.0,63.0,5.5,4.4,0.0,0.0,0.0,0.0,,,1.5,1.9,2.1,2.1,origen_animal,2.5,cda,0.0,1.75e-05,0.0,0.0233,0.0008,0.0665,0.147,0.084,0.0,0.0
Huevo en polvo,50.0,50.0,71.0,6.3,5.0,0.5,0.0,0.0,0.0,,,1.3,1.7,1.8,1.8,origen_animal,2.5,cda,0.0,2.33e-05,0.0,0.008,0.0008,0.0695,0.0695,0.084,0.0,0.0
Huevo entero cocido,44.0,44.0,68.0,5.5,4.7,0.5,0.0,0.0,0.0,,,1.4,1.7,2.1,2.1,origen_animal,1.0,pieza,3.28e-05,2.96e-05,0.0,0.0147,0.0005,0.06,0.0675,0.06459999999999999,0.0,0.0
Huevo fresco,50.0,50.0,71.0,6.3,5.0,0.5,0.0,0.0,0.0,,,1.5,1.8,1.9,1.9,origen_animal,1.0,pieza,0.0,2.07e-05,0.0,0.0233,0.0008,0.0665,0.147,0.084,0.0,0.0
Huevo pochado,44.0,44.0,63.0,5.5,4.4,0.0,0.0,0.0,0.0,,,1.3,1.4,1.7,1.7,origen_animal,1.0,pieza,0.0,1.75e-05,0.0,0.0233,0.0008,0.059000000000000004,0.0616,0.0616,0.0,0.0
Huevo rojo cocido,50.0,50.0,68.0,5.5,4.7,0.5,0.0,0.0,0.0,,,1.4,1.8,1.8,1.8,origen_animal,1.0,pieza,0.0,1.9399999999999997e-05,0.0,0.022,0.0005,0.0546,0.0546,0.0757,0.0,0.0
Longaniza de primera,,44.0,78.0,7.3,5.2,0.0,0.0,0.0,0.0,,,1.2,2.0,0.0,0.0,origen_animal,45.0,g,0.0,6.5999999999999995e-06,0.0,0.0176,0.0021000000000000003,0.0,0.0,0.0,0.0,0.0
Macarela cocida,,29.0,76.0,6.9,5.2,0.0,0.0,0.0,0.0,,,1.2,2.0,1.3,1.3,origen_animal,0.3333333333333333,filete,0.0,1.57e-05,0.0,0.0044,0.0005,0.1165,0.024100000000000003,0.0,0.0,0.0
Macarela fresca,,37.0,76.0,6.9,5.1,0.0,0.0,0.0,0.0,,,1.3,2.0,1.2,1.2,origen_animal,0.3333333333333333,filete,0.0,1.8699999999999997e-05,0.0,0.0043,0.0006,0.1161,0.0335,0.0,0.0,0.0
Muslo de pollo con piel cocido con hueso,,33.0,76.0,7.6,4.8,0.0,0.0,0.0,0.0,,,1.5,1.9,1.1,1.1,origen_animal,0.3333333333333333,pieza,0.0,1.43e-05,0.0,0.0036000000000000003,0.0004,0.0554,0.023100000000000002,0.0,0.0,0.0
Muslo de pollo crudo con piel crudo con hueso,,43.0,72.0,5.9,5.2,0.0,0.0,0.0,0.0,,,1.5,2.2,1.1,1.1,origen_animal,0.3333333333333333,pieza,2.7e-06,1.3899999999999999e-05,0.0,0.0034,0.0003,0.06509999999999999,0.0258,0.0,0.0,0.0
Orejas de cerdo,,28.0,66.0,6.3,4.3,0.0,0.0,0.0,0.0,,,1.5,3.4,0.5,0.5,origen_animal,0.25,pieza,0.0,0.0,0.0,0.0002,0.0,0.0155,0.054,0.0,0.0,0.0
Pata de cerdo cocida,,51.0,71.0,5.9,5.1,0.2,0.0,0.0,0.0,,,1.5,3.4,0.4,0.4,origen_animal,150.0,g,0.0,0.0,0.0,0.0002,0.0,0.0066,0.0066,0.0,0.0,0.0
Pata de cerdo cocidas,,51.0,71.0,5.9,5.1,0.2,0.0,0.0,0.0,,,1.5,3.4,0.4,0.4,origen_animal,150.0,g,0.0,0.0,0.0,0.0002,0.0,0.0444,0.0444,0.0,0.0,0.0
Patitas de cerdo escabeche,,51.0,71.0,5.9,5.1,0.0,0.0,0.0,0.0,,,1.5,3.4,0.4,0.4,origen_animal,150.0,g,0.0,0.0,0.0,0.0005,0.0,0.0444,0.0444,0.0,0.0,0.0
Patitas de cerdo encurtidas sin hueso,,51.0,71.0,5.9,5.1,0.0,0.0,0.0,0.0,,,1.5,3.4,0.4,0.4,origen_animal,150.0,g,0.0,0.0,0.0,0.0005,0.0,0.0628,0.0444,0.0,0.0,0.0
Pecho de cerdo,,37.0,76.0,6.4,5.4,0.0,0.0,0.0,0.0,,,1.5,2.6,0.3,0.3,origen_animal,150.0,g,0.0,6.5999999999999995e-06,0.0,0.0026000000000000003,0.0002,0.1044,0.0259,0.0,0.0,0.0
Pierna de res,,36.0,79.0,8.7,4.6,0.0,0.0,0.0,0.0,,,1.8,1.3,1.0,1.0,origen_animal,50.0,g,0.0,1.29e-05,0.0,0.004,0.0005,0.0632,0.0262,0.0,0.0,0.0
Con piel cocida,,40.0,74.0,7.2,4.8,0.0,0.0,0.0,0.0,,,1.9,1.4,1.1,1.1,origen_animal,0.3333333333333333,pieza,0.0,1.43e-05,0.0,0.004,0.0004,0.0785,0.0313,0.0,0.0,0.0
Pierna y muslo de pollo con piel,,35.0,77.0,6.0,5.1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,origen_animal,0.2,pieza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Queso blanco,,56.0,84.0,7.0,4.6,1.8,0.0,0.0,0.0,,,0.6,0.0,0.0,0.0,origen_animal,35.0,g,0.0,0.0,0.0,0.106,0.0,0.0,0.0,0.0,0.0,0.0
Queso de soya,,56.0,75.0,6.7,5.2,1.6,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,origen_animal,2.0,rebanada,0.0,0.0,0.0,0.0,0.0,0.1658,0.0003,0.0,0.0,0.0
Queso Holandés,20.0,20.0,75.0,6.7,5.2,1.6,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,origen_animal,20.0,g,0.0,0.0,0.0,0.0,0.0,0.1658,0.0003,0.0,0.0,0.0
Queso Monterey bajo en grasa,28.0,28.0,88.0,7.9,6.0,0.2,0.0,0.2,0.0,,,3.9,1.6,0.2,0.2,origen_animal,1.0,rebanada,0.0,3.9999999999999996e-05,0.0,0.197,0.0002,0.158,0.0,0.0,0.0,0.0
Queso Mozzarella reducido en grasa,28.0,28.0,71.0,6.8,4.5,0.8,0.0,0.3,0.0,,,2.8,1.3,0.1,0.1,origen_animal,1.0,rebanada,0.0,3.56e-05,0.0,0.219,0.0001,0.1733,0.129,0.0,0.0,0.0
Queso Mozzarella semidescremado,30.0,30.0,76.0,7.3,4.8,0.8,0.0,0.3,0.0,,,3.0,1.4,0.1,0.1,origen_animal,30.0,g,0.0,3.72e-05,0.0,0.2346,0.0001,0.1857,0.1389,0.0,0.0,0.0
Queso Muenster bajo en grasa,28.0,28.0,77.0,6.9,4.9,14.1,0.0,1.0,0.0,,,3.1,1.4,0.2,0.2,origen_animal,1.0,rebanada,0.0,4.9e-05,0.0,0.148,0.0,0.0,0.0,0.0,0.0,0.0
Queso Parmesano 3 1/2 cda,18.0,18.0,75.0,6.7,5.0,0.9,0.0,0.2,0.0,,,3.0,1.5,0.2,0.2,origen_animal,3.5,cda,0.0,2.05e-05,0.0,0.1941,0.0002,0.1276,0.0,0.0,0.0,0.0
Queso Parmesano duro 20 gramos,20.0,20.0,78.0,7.2,5.2,0.6,0.0,0.2,0.0,,,3.3,1.5,0.1,0.1,origen_animal,20.0,g,0.0,2.1199999999999997e-05,0.0,0.2386,0.0002,0.1384,0.0,0.0,0.0,0.0
Queso Parmesano en trozo 20 gramos,20.0,20.0,78.0,7.2,5.2,0.6,0.0,0.2,0.0,,,3.3,1.5,0.1,0.1,origen_animal,20.0,g,0.0,2.1199999999999997e-05,0.0,0.2386,0.0002,0.1386,0.0,0.0,0.0,0.0
Queso Parmesano rallado 3 1/2 cda,18.0,18.0,75.0,6.7,5.0,0.9,0.0,0.2,0.0,,,3.0,1.5,0.2,0.2,origen_animal,3.5,cda,0.0,2.05e-05,0.0,0.1941,0.0002,0.1276,0.0,0.0,0.0,0.0
Queso Ricotta semidescremado 55 gramos,55.0,55.0,76.0,6.3,4.3,2.8,0.0,0.2,0.0,,,1.7,0.1,0.1,0.1,origen_animal,55.0,g,0.0,5.7799999999999995e-05,0.0,0.1495,0.0002,0.0688,0.10020000000000001,0.0,0.0,0.0
Queso Tipo Americano Lala Light 30 gramos,30.0,30.0,63.0,5.0,3.8,1.3,0.0,0.0,0.0,,,2.6,0.8,0.1,0.1,origen_animal,30.0,g,0.0,0.0,0.0,0.0386,0.0002,0.0227,0.0,0.0,0.0,0.0
Requesón promedio 1/2 cda,15.0,15.0,76.0,6.3,5.0,0.0,0.0,0.0,0.0,,,2.3,2.3,0.0,0.0,origen_animal,0.5,cda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sabritas chicharrón de cerdo 6 reb,42.0,42.0,83.0,8.5,5.5,0.7,0.0,0.0,0.0,,,1.2,1.3,1.0,1.0,origen_animal,6.0,rebanada,0.0,4.2e-06,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0
Salami de pavo 1 pieza,61.0,61.0,120.0,14.6,6.4,1.0,0.4,0.0,0.0,,,1.4,1.8,1.7,1.7,origen_animal,1.0,pieza,0.0,3.7e-06,0.0,0.0135,0.0009000000000000001,0.4073,0.1237,0.0,0.0,0.0
Salchicha vegetariana,25.0,25.0,64.0,4.6,4.5,2.5,0.7,1.9,0.0,,,1.1,1.4,1.3,1.3,origen_animal,1.0,pieza,0.0,0.0,0.0,0.0,0.0,0.222,0.0578,0.0158,0.0,0.0
Salmón en aceite,35.0,35.0,71.0,7.6,4.9,0.0,0.0,0.0,0.0,,,1.4,1.3,1.3,1.3,origen_animal,35.0,g,0.0,6.3e-06,0.0,0.0091,0.0003,0.1656,0.0441,0.0277,0.0,0.0
Sardinas en aceite,36.0,36.0,75.0,8.9,4.1,0.0,0.0,0.0,0.0,,,1.4,1.9,1.9,1.9,origen_animal,3.0,pieza,0.0,1.15e-05,0.0,0.0043,0.0011,0.18180000000000002,0.1429,0.1375,0.0,0.0
Sardinas en tomate,38.0,38.0,71.0,7.9,4.0,0.3,1.0,0.4,0.0,,,1.8,1.8,1.8,1.8,origen_animal,1.0,pieza,0.0,1.2199999999999998e-05,0.0,0.0091,0.0009000000000000001,0.15730000000000002,0.1296,0.0912,0.0,0.0
Sesos de cerdo cocidos,50.0,50.0,69.0,6.1,4.8,0.0,0.0,7.0,0.0,,,1.1,0.9,0.8,0.8,origen_animal,50.0,g,0.0,0.0,0.0,0.002,0.0005,0.0975,0.0455,0.11,0.0,0.0
Sesos de cordero cocidos,50.0,50.0,73.0,6.3,5.1,0.0,0.0,6.0,0.0,,,1.3,0.9,0.9,0.9,origen_animal,50.0,g,0.0,0.0,0.0,0.0025,0.008,0.10250000000000001,0.067,0.1685,0.0,0.0
Sesos de ternera cocidos,50.0,50.0,68.0,5.7,4.8,0.0,0.0,6.5,0.0,,,1.1,0.9,0.0,0.0,origen_animal,50.0,g,0.0,5.06e-05,0.0,0.0015,0.0008,0.107,0.078,0.1925,0.0,0.0
Sierra fileteada,38.0,38.0,73.0,6.8,5.2,0.0,0.0,0.0,0.0,,,1.3,1.3,0.0,0.0,origen_animal,50.0,g,0.0,4.73e-05,0.0,0.0018000000000000002,0.0004,0.0,0.0,0.0,0.0,0.0
Sierra picada,35.0,35.0,73.0,6.8,4.9,0.0,0.0,0.0,0.0,,,1.3,1.3,0.0,0.0,origen_animal,35.0,g,0.0,4.73e-05,0.0,0.0018000000000000002,0.0004,0.0,0.0,0.0,0.0,0.0
Suadero crudo,35.0,35.0,76.0,7.8,4.8,0.0,0.0,0.0,0.0,,,2.0,2.0,0.0,0.0,origen_animal,35.0,g,0.0,0.0,0.0,0.0017,0.001,0.09770000000000001,0.020300000000000002,0.0742,0.0,0.0
Sustituto de queso Mozzarella,28.0,28.0,69.0,3.2,3.4,6.6,1.0,6.6,0.0,,,1.7,0.0,0.0,0.0,origen_animal,1.0,rebanada,0.0,0.0,0.0,0.0,0.0001,0.171,0.0,0.192,0.0,0.0
Alitas de pollo,70.0,36.0,96.0,8.4,6.7,0.0,0.0,0.0,0.0,,,1.9,3.0,1.6,1.6,origen_animal,1.0,pieza,0.0,4.4e-06,0.0,0.0066,0.0003,0.0,0.1463,0.0,0.0,0.0
Alitas de pollo enchiladas,70.0,36.0,86.0,8.4,6.7,3.1,0.0,0.0,0.0,,,2.2,0.0,0.0,0.0,origen_animal,1.0,pieza,0.0,0.0,0.0,0.0,0.0,0.1789,0.0,0.0,0.0,0.0
Alón de pollo sin piel cocido,98.0,51.0,117.0,11.6,8.6,0.0,0.0,0.0,0.0,,,2.4,3.4,1.8,1.8,origen_animal,1.0,pieza,0.0,2.0399999999999998e-05,0.0,0.0060999999999999995,0.0006,0.034100000000000005,0.0,0.0,0.0,0.0
Alón de pollo con piel crudo,95.0,51.0,114.0,9.4,8.2,0.0,0.0,0.0,0.0,,,2.3,3.3,1.7,1.7,origen_animal,1.0,pieza,0.0,2.26e-05,0.0,0.006200000000000001,0.0005,0.06770000000000001,0.0,0.0,0.0,0.0
Añejo tipo Cotija,24.0,,70.0,6.8,8.0,0.3,0.0,0.0,0.0,,,3.2,2.8,0.0,0.0,origen_animal,1.0,cda,0.0,0.000156,0.0,0.1151,0.0006,0.9440000000000001,0.0,0.0,0.0,0.0
Carne de res secasirniguezosa,38.0,,98.0,7.0,7.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,origen_animal,40.0,g,0.0,3.3999999999999996e-06,0.0,0.0027,0.0008,0.0262,0.0,0.0,0.0,0.0
Carne molida popular de res,33.0,,97.0,5.2,8.3,0.0,0.0,0.0,0.0,,,3.3,3.0,0.0,0.0,origen_animal,40.0,g,0.0,3.9e-06,0.0,0.0026000000000000003,0.0006,0.0194,0.0,0.0,0.0,0.0
Carne molida regular de res,40.0,,107.0,7.2,8.5,0.0,0.0,0.0,0.0,,,4.0,3.6,0.0,0.0,origen_animal,40.0,g,0.0,4e-06,0.0,0.0011,0.0008,0.021,0.0,0.0,0.0,0.0
Carne molida regular cocida,35.0,,100.0,8.1,7.3,0.0,0.0,0.0,0.0,,,2.9,3.2,0.3,0.3,origen_animal,35.0,g,0.0,0.0,0.0,0.0008,0.0004,0.0544,0.0,0.0,0.0,0.0
Carne obscura de pollo con piel,40.0,,95.0,6.7,7.3,0.0,0.0,0.0,0.0,,,2.1,3.1,1.6,1.6,origen_animal,40.0,g,0.0,1.9600000000000002e-05,0.0,0.0044,0.0008,0.147,0.0,0.0,0.0,0.0
Cecina de res,50.0,,111.0,7.3,10.6,3.0,0.0,0.0,0.0,,,2.3,4.5,0.0,0.0,origen_animal,50.0,g,0.0,0.0,0.0,0.0014,0.0,0.268,0.0,0.0,0.0,0.0
Cerdo en canal,33.0,,91.0,4.0,6.9,3.0,0.0,0.0,0.0,,,4.3,0.0,0.0,0.0,origen_animal,40.0,g,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0
Chef Whiz,40.0,,105.0,5.6,9.0,0.0,0.0,0.0,0.0,,,5.4,3.2,0.0,0.0,origen_animal,1.0,cda,0.0,0.0,0.0,0.008199999999999999,0.0,0.0,0.0,0.0,0.0,0.0
Chuleta de carnero,45.0,,94.0,5.8,6.5,0.0,0.0,0.0,0.0,,,3.1,2.7,0.0,0.0,origen_animal,0.3333333333333333,pieza,0.0,0.0,0.0,0.005,0.0,0.0008,0.0,0.0,0.0,0.0
Chuleta de cordero entera,37.0,,104.0,6.1,8.6,0.0,0.0,0.0,0.0,,,3.5,0.7,0.0,0.0,origen_animal,50.0,g,0.0,0.0,0.0,0.0066,0.0,0.0578,0.0,0.0,0.0,0.0
Costilla de carnero,45.0,36.0,105.0,5.6,9.0,0.0,0.0,0.4,0.0,,,5.4,3.7,0.4,0.4,origen_animal,45.0,g,0.0,0.0,0.0,0.0,0.0018000000000000002,0.0008,0.1062,0.027,0.0018000000000000002,0.0
Costilla de res,40.0,29.0,112.0,4.5,10.3,0.0,0.0,3.9,0.0,,,4.5,3.5,0.0,0.0,origen_animal,40.0,g,1.5e-06,0.0,0.0,0.0023,0.0005,0.0698,0.0152,0.027,0.0001,0.0
Espaldilla,45.0,36.0,99.0,5.8,8.2,0.0,0.0,0.8,0.0,,,3.0,3.5,0.0,0.0,origen_animal,45.0,g,1.4e-06,0.0,0.0,0.0018000000000000002,0.0001,0.1051,0.0227,0.027,0.0004,0.0
Espaldilla de cerdo,45.0,36.0,99.0,5.8,8.2,0.0,0.0,0.8,0.0,,,3.0,3.5,0.0,0.0,origen_animal,45.0,g,1.4e-06,0.0,0.0,0.0018000000000000002,0.0001,0.1051,0.0227,0.027,0.0004,0.0
Espinazo,45.0,36.0,99.0,5.8,8.2,0.0,0.0,0.8,0.0,,,3.0,3.5,0.0,0.0,origen_animal,45.0,g,1.4e-06,0.0,0.0,0.0018000000000000002,0.0001,0.1051,0.0227,0.027,0.0004,0.0
Espinazo de cerdo,45.0,46.0,104.0,6.5,6.1,1.7,0.0,0.8,0.0,,,4.0,1.6,0.0,0.0,origen_animal,45.0,g,1.6999999999999998e-06,0.0,0.0,0.006,0.0002,0.0476,0.060200000000000004,0.139,0.0,0.0
Fondue de queso,30.0,30.0,88.0,4.3,6.0,0.4,0.0,0.0,0.0,,,4.7,0.0,0.0,0.0,origen_animal,3.5,cda,0.0,0.0,0.0,0.1554,0.0,0.1301,0.0,0.0,0.0,0.0
Hamburguesa de pollo,72.0,63.0,116.0,8.7,8.3,0.8,0.0,0.6,0.0,,,3.6,2.7,0.0,0.0,origen_animal,0.5,pieza,0.0,0.0,0.0,0.0476,0.0,0.0866,0.0,0.0,0.0,0.0
Huevo de gansa,70.0,62.0,114.0,7.9,8.5,0.9,0.0,0.6,0.0,,,4.0,3.2,0.0,0.0,origen_animal,1.0,pieza,4.929999999999999e-05,2.2999999999999996e-06,0.0,0.1368,0.003,0.4245,0.0,0.0,0.0003,0.0
Huevo de pato,79.0,70.0,119.0,9.3,8.3,0.4,0.0,0.4,0.0,,,3.2,2.9,0.0,0.0,origen_animal,1.0,pieza,2.71e-05,9e-07,0.0,0.0986,0.0009000000000000001,0.33530000000000004,0.0,0.0,0.0004,0.0
Huevo de pavo,46.0,46.0,90.0,6.3,7.0,0.0,0.0,0.4,0.0,,,2.3,1.3,0.0,0.0,origen_animal,1.0,pieza,1.83e-05,0.0,0.0,0.0735,0.0,0.07529999999999999,0.0,0.0,0.0,0.0
Huevo estrellado,46.0,46.0,90.0,6.3,7.3,0.0,0.0,0.1,0.0,,,2.2,1.3,0.0,0.0,origen_animal,1.0,pieza,0.0,0.0,0.0,0.0734,0.0,0.0686,0.0,0.0,0.0,0.0
Huevo frito,60.0,60.0,100.0,4.9,8.2,0.0,0.0,0.0,0.0,,,2.2,0.0,0.0,0.0,origen_animal,1.0,pieza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huevo revuelto,32.0,32.0,95.0,4.2,7.0,0.0,0.0,0.0,0.0,,,2.2,0.0,0.0,0.0,origen_animal,1.5,rebanada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamón ahumado,27.0,27.0,82.0,4.9,8.2,0.0,0.0,0.0,0.0,,,2.2,0.0,0.0,0.0,origen_animal,1.5,rebanada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamón americano,32.0,32.0,100.0,6.2,8.6,0.0,0.0,0.0,0.0,,,2.9,0.0,0.0,0.0,origen_animal,1.5,rebanada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamón bajo en sodio,40.0,40.0,100.0,4.9,8.6,0.0,0.0,0.0,0.0,,,2.9,0.0,0.0,0.0,origen_animal,3.5,cda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamón cocido,32.0,32.0,85.0,4.9,7.0,0.0,0.0,0.0,0.0,,,2.2,0.0,0.0,0.0,origen_animal,1.5,rebanada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamón del diablo,32.0,32.0,82.0,4.2,7.0,0.0,0.0,0.0,0.0,,,2.2,0.0,0.0,0.0,origen_animal,1.5,rebanada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamón horneado,32.0,32.0,95.0,4.9,8.2,0.0,0.0,0.0,0.0,,,2.2,0.0,0.0,0.0,origen_animal,1.5,rebanada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamón Virginia,32.0,32.0,95.0,4.9,8.2,0.2,0.0,0.0,0.0,,,2.2,3.0,0.8,0.8,origen_animal,1.5,rebanada,0.0,0.0,0.0,0.003,0.0005,0.089,0.4245,0.07529999999999999,0.0,0.0
Jumiles,20.0,20.0,89.0,6.4,6.8,0.0,0.0,0.0,0.0,,,1.9,0.0,0.0,0.0,origen_animal,20.0,g,0.0,0.0,0.0,0.0156,0.002,0.0,0.03270000000000001,0.0,0.0,0.0
Lengua de cerdo cocida,30.0,30.0,81.0,7.2,5.6,0.0,0.0,0.0,0.0,,,2.9,2.6,0.6,0.6,origen_animal,30.0,g,0.0,0.0,0.0,0.0057,0.0015,0.0711,0.032799999999999996,0.0522,0.0,0.0
